instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,user_count,dayname,weather,season_name,atemp_celcius,suhu
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,Minggu,"Cerah, Berawan",Summer,28.3144,Normal
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,Senin,"Cerah, Berawan",Summer,28.75665,Normal
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,Selasa,"Cerah, Berawan",Summer,28.91415,Normal
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,Rabu,Berkabut,Summer,26.294600000000003,Normal
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,Kamis,"Cerah, Berawan",Summer,27.1146,Normal
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,Jumat,"Cerah, Berawan",Summer,28.4721,Normal
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,Sabtu,"Cerah, Berawan",Summer,29.8931,Normal
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,Minggu,"Cerah, Berawan",Summer,32.418350000000004,Hangat
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,Senin,"Cerah, Berawan",Summer,33.175850000000004,Hangat
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,Selasa,Berkabut,Summer,32.98605,Hangat
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,Rabu,Berkabut,Summer,29.89375,Normal
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,Kamis,"Cerah, Berawan",Summer,30.55585,Normal
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,Jumat,"Cerah, Berawan",Summer,31.219150000000003,Hangat
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,Sabtu,"Cerah, Berawan",Summer,29.9877,Normal
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,Minggu,"Cerah, Berawan",Summer,29.735400000000002,Normal
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,Senin,"Cerah, Berawan",Summer,28.59875,Normal
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,Selasa,Berkabut,Summer,27.2421,Normal
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,Rabu,"Cerah, Berawan",Summer,32.7346,Hangat
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,Kamis,"Cerah, Berawan",Summer,36.04875,Hangat
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,Jumat,"Cerah, Berawan",Fall,37.6271,Hangat
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,Sabtu,"Cerah, Berawan",Fall,36.20605,Hangat
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,Minggu,"Cerah, Berawan",Fall,32.6396,Hangat
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,Senin,"Cerah, Berawan",Fall,33.7127,Hangat
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,Selasa,"Cerah, Berawan",Fall,32.7021,Hangat
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,Rabu,"Cerah, Berawan",Fall,29.7352,Normal
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,Kamis,"Cerah, Berawan",Fall,32.0396,Hangat
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,Jumat,"Cerah, Berawan",Fall,33.7756,Hangat
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,Sabtu,"Cerah, Berawan",Fall,39.33065,Hangat
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,Minggu,"Cerah, Berawan",Fall,34.3754,Hangat
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,Senin,"Cerah, Berawan",Fall,37.53145,Hangat
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,Selasa,"Cerah, Berawan",Fall,35.1019,Hangat
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,Rabu,"Cerah, Berawan",Fall,35.1325,Hangat
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,Kamis,"Cerah, Berawan",Fall,36.61685,Hangat
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,Jumat,"Cerah, Berawan",Fall,38.06835,Hangat
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,Sabtu,"Cerah, Berawan",Fall,37.62665,Hangat
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,Minggu,"Cerah, Berawan",Fall,40.24565,Hangat
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,Senin,"Cerah, Berawan",Fall,39.5198,Hangat
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,Selasa,Berkabut,Fall,32.7027,Hangat
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,Rabu,Berkabut,Fall,33.2398,Hangat
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,Kamis,"Cerah, Berawan",Fall,32.51355,Hangat
559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,Jumat,"Cerah, Berawan",Fall,32.73415,Hangat
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,Sabtu,Berkabut,Fall,33.39665,Hangat
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,Minggu,Berkabut,Fall,33.3021,Hangat
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,Senin,"Cerah, Berawan",Fall,35.259800000000006,Hangat
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,Selasa,"Cerah, Berawan",Fall,36.206250000000004,Hangat
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,Rabu,"Cerah, Berawan",Fall,37.78415,Hangat
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,Kamis,"Cerah, Berawan",Fall,37.27915,Hangat
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,Jumat,"Cerah, Berawan",Fall,35.7321,Hangat
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,Sabtu,Berkabut,Fall,30.65125,Normal
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,Minggu,"Hujan, Salju",Fall,27.495599999999996,Normal
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,Senin,Berkabut,Fall,31.156250000000004,Hangat
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,Selasa,"Cerah, Berawan",Fall,34.50085,Hangat
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,Rabu,"Cerah, Berawan",Fall,35.3225,Hangat
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,Kamis,"Cerah, Berawan",Fall,32.7027,Hangat
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,Jumat,"Cerah, Berawan",Fall,36.96315,Hangat
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,Sabtu,"Cerah, Berawan",Fall,36.71085,Hangat
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,Minggu,"Cerah, Berawan",Fall,34.8802,Hangat
576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,Senin,"Cerah, Berawan",Fall,33.39665,Hangat
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,Selasa,"Cerah, Berawan",Fall,34.24935,Hangat
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,Rabu,"Cerah, Berawan",Fall,33.144800000000004,Hangat
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,Kamis,"Cerah, Berawan",Fall,33.3654,Hangat
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,Jumat,"Cerah, Berawan",Fall,35.354400000000005,Hangat
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,Sabtu,Berkabut,Fall,36.143350000000005,Hangat
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,Minggu,"Cerah, Berawan",Fall,37.56335,Hangat
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,Senin,"Cerah, Berawan",Fall,36.55395,Hangat
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,Selasa,Berkabut,Fall,35.5123,Hangat
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,Rabu,Berkabut,Fall,34.88105,Hangat
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,Kamis,Berkabut,Fall,35.385850000000005,Hangat
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,Jumat,"Cerah, Berawan",Fall,34.9754,Hangat
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,Sabtu,Berkabut,Fall,33.3971,Hangat
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,Minggu,Berkabut,Fall,31.91335,Hangat
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,Senin,"Cerah, Berawan",Fall,32.22895,Hangat
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,Selasa,"Cerah, Berawan",Fall,33.112700000000004,Hangat
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,Rabu,"Cerah, Berawan",Fall,33.838950000000004,Hangat
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,Kamis,"Cerah, Berawan",Fall,32.70185,Hangat
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,Jumat,"Cerah, Berawan",Fall,32.7344,Hangat
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,Sabtu,"Cerah, Berawan",Fall,12.120000000000001,Sangat dingin
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,Minggu,"Cerah, Berawan",Fall,30.903550000000003,Normal
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Senin,Berkabut,Fall,30.1777,Normal
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,Selasa,Berkabut,Fall,29.798350000000003,Normal
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,Rabu,"Cerah, Berawan",Fall,30.051250000000003,Normal
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,Kamis,"Cerah, Berawan",Fall,31.0927,Hangat
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,Jumat,"Cerah, Berawan",Fall,31.8504,Hangat
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,Sabtu,Berkabut,Fall,32.355000000000004,Hangat
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,Minggu,Berkabut,Fall,30.934800000000003,Normal
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Senin,Berkabut,Fall,29.799799999999998,Normal
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,Selasa,"Cerah, Berawan",Fall,32.7344,Hangat
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,Rabu,"Cerah, Berawan",Fall,33.3025,Hangat
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,Kamis,"Cerah, Berawan",Fall,31.786649999999998,Hangat
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,Jumat,"Cerah, Berawan",Fall,32.63895,Hangat
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,Sabtu,"Cerah, Berawan",Fall,34.47,Hangat
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,Minggu,Berkabut,Fall,35.1327,Hangat
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,Senin,Berkabut,Fall,32.45,Hangat
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,Selasa,"Cerah, Berawan",Fall,33.081450000000004,Hangat
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,Rabu,"Cerah, Berawan",Fall,34.3444,Hangat
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,Kamis,"Cerah, Berawan",Fall,35.44915,Hangat
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,Jumat,Berkabut,Fall,32.766450000000006,Hangat
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,Sabtu,"Cerah, Berawan",Fall,32.8602,Hangat
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,Minggu,Berkabut,Fall,30.556050000000003,Normal
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,Senin,"Cerah, Berawan",Fall,28.946250000000003,Normal
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,Selasa,"Cerah, Berawan",Fall,28.2827,Normal
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,Rabu,"Cerah, Berawan",Fall,27.7146,Normal
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,Kamis,"Cerah, Berawan",Fall,28.50375,Normal
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,Jumat,"Cerah, Berawan",Fall,28.9779,Normal
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,Sabtu,"Cerah, Berawan",Fall,29.704150000000002,Normal
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,Minggu,"Cerah, Berawan",Fall,29.29335,Normal
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,Senin,"Cerah, Berawan",Fall,28.15625,Normal
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,Selasa,Berkabut,Fall,27.652500000000003,Normal
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,Rabu,Berkabut,Fall,28.253349999999998,Normal
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,Kamis,"Cerah, Berawan",Fall,27.0202,Normal
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,Jumat,"Cerah, Berawan",Fall,26.6096,Normal
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,Sabtu,"Cerah, Berawan",Fall,28.59855,Normal
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,Minggu,"Cerah, Berawan",Fall,30.5244,Normal
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Senin,"Cerah, Berawan",Winter,25.946649999999998,Normal
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Selasa,"Cerah, Berawan",Winter,25.12565,Normal
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,Rabu,"Cerah, Berawan",Winter,27.208949999999998,Normal
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Kamis,"Cerah, Berawan",Winter,29.83065,Normal
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Jumat,Berkabut,Winter,30.398750000000003,Normal
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Sabtu,Berkabut,Winter,29.29315,Normal
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Minggu,"Cerah, Berawan",Winter,26.5148,Normal
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Senin,"Cerah, Berawan",Winter,25.88315,Normal
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Selasa,Berkabut,Winter,25.6,Normal
641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Rabu,"Hujan, Salju",Winter,27.116649999999996,Normal
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,Kamis,Berkabut,Winter,29.95665,Normal
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,Jumat,Berkabut,Winter,30.398750000000003,Normal
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,Sabtu,"Cerah, Berawan",Winter,29.00935,Normal
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,Minggu,"Cerah, Berawan",Winter,26.92605,Normal
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Senin,Berkabut,Winter,20.99065,Dingin
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Selasa,Berkabut,Winter,19.3804,Dingin
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,Rabu,Berkabut,Winter,21.9056,Dingin
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,Kamis,"Cerah, Berawan",Winter,25.1571,Normal
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,Jumat,"Cerah, Berawan",Winter,21.55835,Dingin
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,Sabtu,"Cerah, Berawan",Winter,21.65355,Dingin
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,Minggu,"Cerah, Berawan",Winter,19.5698,Dingin
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,Senin,"Cerah, Berawan",Winter,25.4102,Normal
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,Selasa,Berkabut,Winter,26.9575,Normal
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,Rabu,"Cerah, Berawan",Winter,23.042299999999997,Normal
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,Kamis,"Cerah, Berawan",Winter,22.5054,Dingin
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,Jumat,Berkabut,Winter,25.63125,Normal
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,Sabtu,Berkabut,Winter,26.894800000000004,Normal
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,Minggu,"Cerah, Berawan",Winter,23.6421,Normal
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,Senin,"Cerah, Berawan",Winter,22.82145,Dingin
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,Selasa,"Cerah, Berawan",Winter,24.1471,Normal
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,Rabu,"Cerah, Berawan",Winter,26.5152,Normal
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,Kamis,"Cerah, Berawan",Winter,27.93605,Normal
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,Jumat,Berkabut,Winter,26.4844,Normal
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,Sabtu,Berkabut,Winter,26.137500000000003,Normal
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,Minggu,Berkabut,Winter,25.756649999999997,Normal
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Senin,Berkabut,Winter,23.38855,Normal
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,Selasa,"Hujan, Salju",Winter,21.97,Dingin
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Rabu,Berkabut,Winter,15.49545,Dingin
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,Kamis,Berkabut,Winter,18.055,Dingin
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,Jumat,Berkabut,Winter,18.4971,Dingin
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,Sabtu,"Cerah, Berawan",Winter,17.802100000000003,Dingin
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Minggu,Berkabut,Winter,16.1923,Dingin
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Senin,"Cerah, Berawan",Winter,16.4769,Dingin
675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Selasa,"Cerah, Berawan",Winter,15.403749999999999,Dingin
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,Rabu,"Cerah, Berawan",Winter,14.07835,Sangat dingin
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Kamis,Berkabut,Winter,13.73105,Sangat dingin
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Jumat,"Cerah, Berawan",Winter,17.09455,Dingin
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,Sabtu,"Cerah, Berawan",Winter,17.77065,Dingin
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,Minggu,"Cerah, Berawan",Winter,19.696849999999998,Dingin
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,Senin,"Cerah, Berawan",Winter,21.08565,Dingin
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,Selasa,"Cerah, Berawan",Winter,23.76915,Normal
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Rabu,Berkabut,Winter,16.16125,Dingin
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Kamis,"Cerah, Berawan",Winter,14.07815,Sangat dingin
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Jumat,Berkabut,Winter,16.2246,Dingin
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,Sabtu,"Cerah, Berawan",Winter,17.3602,Dingin
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,Minggu,"Cerah, Berawan",Winter,16.31915,Dingin
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Senin,"Cerah, Berawan",Winter,16.8873,Dingin
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Selasa,Berkabut,Winter,18.78105,Dingin
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,Rabu,Berkabut,Winter,19.03335,Dingin
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Kamis,"Cerah, Berawan",Winter,18.2446,Dingin
